Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud Platforms', ' Big Data', ' Data Management', ' Data Analysis', ' Data Analysis Software', ' Databases', ' Computer Networking', ' Applied Machine Learning', ' Data Warehousing', ' Machine Learning', ' SQL', ' Communication', ' Cloud Storage', ' Data Architecture', ' Human Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' Algorithms', ' Cloud Applications', ' Cloud Infrastructure', ' Distributed Computing Architecture', ' Business Analysis', ' Leadership and Management', ' Problem Solving', ' Apache', ' Python Programming', ' Warehouse Management', ' Feature Engineering', ' Statistical Programming', ' Tensorflow']",4.6,18000,Intermediate ,· Professional Certificate ,· 3 - 6 Months,"Preparing for Google Cloud Certification: Cloud Data Engineer  Cloud Computing, Google Cloud Platform, Cloud Platforms, Big Data, Data Management, Data Analysis, Data Analysis Software, Databases, Computer Networking, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Communication, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Business Analysis, Leadership and Management, Problem Solving, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow Google Cloud"
Data Analysis and Presentation Skills: the PwC Approach,PwC,"[' Data Analysis', ' Business Analysis', ' Data Management', ' Data Visualization', ' Microsoft Excel', ' Data Analysis Software', ' Spreadsheet Software', ' Problem Solving', ' Statistical Analysis', ' Interactive Data Visualization', ' Data Structures', ' Statistical Visualization', ' Extract', ' Transform', ' Load', ' Data Model', ' Data Visualization Software', ' General Statistics', ' Big Data', ' Critical Thinking', ' Professional Development', ' Visualization (Computer Graphics)', ' Decision Making', ' Communication', ' Business Communication', ' Storytelling', ' Customer Analysis', ' Forecasting', ' Visual Design', ' Planning']",4.6,11000,Beginner ,· Specialization ,· 3 - 6 Months,"Data Analysis and Presentation Skills: the PwC Approach  Data Analysis, Business Analysis, Data Management, Data Visualization, Microsoft Excel, Data Analysis Software, Spreadsheet Software, Problem Solving, Statistical Analysis, Interactive Data Visualization, Data Structures, Statistical Visualization, Extract, Transform, Load, Data Model, Data Visualization Software, General Statistics, Big Data, Critical Thinking, Professional Development, Visualization (Computer Graphics), Decision Making, Communication, Business Communication, Storytelling, Customer Analysis, Forecasting, Visual Design, Planning PwC"
AWS Fundamentals,Amazon Web Services,"[' Amazon Web Services', ' Cloud Computing', ' Cloud Infrastructure', ' Cloud Management', ' Cloud Applications', ' Cloud Platforms', ' Cloud Engineering', ' Cloud Storage', ' Network Security', ' Cloud API', ' Cloud-Based Integration', ' Computer Security Models', ' Security Engineering', ' Security Software', ' Security Strategy', ' System Security', ' Software Security', ' Distributed Computing Architecture', ' Other Cloud Platforms and Tools', ' Data Management', ' Database Application', ' Database Design', ' Databases', ' Software Architecture', ' Data Architecture', ' Continuous Delivery', ' Data Visualization', ' Leadership and Management', ' Data Analysis']",4.8,4700,Beginner ,· Specialization ,· 1 - 3 Months,"AWS Fundamentals  Amazon Web Services, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Applications, Cloud Platforms, Cloud Engineering, Cloud Storage, Network Security, Cloud API, Cloud-Based Integration, Computer Security Models, Security Engineering, Security Software, Security Strategy, System Security, Software Security, Distributed Computing Architecture, Other Cloud Platforms and Tools, Data Management, Database Application, Database Design, Databases, Software Architecture, Data Architecture, Continuous Delivery, Data Visualization, Leadership and Management, Data Analysis Amazon Web Services"
Learn SQL Basics for Data Science,"University of California, Davis","[' Databases', ' SQL', ' Data Management', ' Data Analysis', ' Big Data', ' Data Model', ' Exploratory Data Analysis', ' Database Administration', ' Problem Solving', ' Database Design', ' Business Analysis', ' Database Application', ' Extract', ' Transform', ' Load', ' Critical Thinking', ' Apache', ' Data Architecture', ' Customer Analysis', ' Distributed Computing Architecture', ' Data Science']",4.6,17000,Beginner ,· Specialization ,· 3 - 6 Months,"Learn SQL Basics for Data Science  Databases, SQL, Data Management, Data Analysis, Big Data, Data Model, Exploratory Data Analysis, Database Administration, Problem Solving, Database Design, Business Analysis, Database Application, Extract, Transform, Load, Critical Thinking, Apache, Data Architecture, Customer Analysis, Distributed Computing Architecture, Data Science University of California, Davis"
Leadership Skills,IIMA - IIM Ahmedabad,"[' Communication', ' Leadership and Management', ' People Management']",4.8,958,Beginner ,· Course ,· 1 - 3 Months,"Leadership Skills  Communication, Leadership and Management, People Management IIMA - IIM Ahmedabad"
Introduction to Generative AI,Google Cloud,"[' Artificial Neural Networks', ' Deep Learning', ' Machine Learning']",4.6,2500,Beginner ,· Course ,· 1 - 4 Weeks,"Introduction to Generative AI  Artificial Neural Networks, Deep Learning, Machine Learning Google Cloud"
Tools of the Trade: Linux and SQL,Google,"[' Linux', ' Databases', ' SQL']",4.8,2000,Beginner ,· Course ,· 1 - 4 Weeks,"Tools of the Trade: Linux and SQL  Linux, Databases, SQL Google"
"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,"[' Google Cloud Platform', ' Cloud Computing', ' Cloud Platforms', ' Big Data', ' Data Analysis', ' Data Management', ' Applied Machine Learning', ' Data Warehousing', ' Machine Learning', ' SQL', ' Cloud Storage', ' Data Architecture', ' Human Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' Algorithms', ' Cloud Applications', ' Cloud Infrastructure', ' Distributed Computing Architecture', ' Apache', ' Python Programming', ' Warehouse Management', ' Feature Engineering', ' Statistical Programming', ' Tensorflow']",4.6,18000,Intermediate ,· Specialization ,· 3 - 6 Months,"Data Engineering, Big Data, and Machine Learning on GCP  Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow Google Cloud"
Construction Management,Columbia University,"[' Project Management', ' Leadership and Management', ' Strategy and Operations', ' Planning', ' Estimation', ' Operations Management', ' Budget Management', ' Accounting', ' Decision Making', ' Finance', ' Cost Accounting', ' Critical Thinking', ' Financial Accounting', ' Performance Management', ' Strategy', ' Financial Analysis', ' Investment Management', ' Financial Management', ' Process Analysis', ' Risk Management', ' Computational Thinking', ' Computational Logic', ' Statistical Visualization', ' Collaboration', ' Innovation', ' Change Management', ' Business Transformation', ' Supply Chain and Logistics', ' Feature Engineering', ' Entrepreneurship']",4.7,8100,Beginner ,· Specialization ,· 3 - 6 Months,"Construction Management  Project Management, Leadership and Management, Strategy and Operations, Planning, Estimation, Operations Management, Budget Management, Accounting, Decision Making, Finance, Cost Accounting, Critical Thinking, Financial Accounting, Performance Management, Strategy, Financial Analysis, Investment Management, Financial Management, Process Analysis, Risk Management, Computational Thinking, Computational Logic, Statistical Visualization, Collaboration, Innovation, Change Management, Business Transformation, Supply Chain and Logistics, Feature Engineering, Entrepreneurship Columbia University"
CybersÃ©curitÃ© Google,Google,"[' Linux', ' SQL']",4.7,67,Beginner ,· Professional Certificate ,· 3 - 6 Months,"CybersÃ©curitÃ© Google  Linux, SQL Google"
Ciberseguridad de Google,Google,"[' Computer Programming', ' Databases', ' Linux', ' Python Programming', ' SQL']",4.9,1500,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Ciberseguridad de Google  Computer Programming, Databases, Linux, Python Programming, SQL Google"
Preparing for Google Cloud Certification: Cloud Developer,Google Cloud,"[' Cloud Applications', ' Cloud Computing', ' Google Cloud Platform', ' Cloud Infrastructure', ' Cloud Platforms', ' Cloud API', ' Cloud Engineering', ' Other Cloud Platforms and Tools', ' Cloud Management', ' Cloud Storage', ' Cloud Load Balancing', ' DevOps', ' Application Development', ' Google App Engine', ' Software Architecture', ' Computer Architecture', ' Docker (Software)', ' Machine Learning Software', ' Kubernetes']",4.7,51000,Intermediate ,· Professional Certificate ,· 3 - 6 Months,"Preparing for Google Cloud Certification: Cloud Developer  Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud API, Cloud Engineering, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Cloud Load Balancing, DevOps, Application Development, Google App Engine, Software Architecture, Computer Architecture, Docker (Software), Machine Learning Software, Kubernetes Google Cloud"
Project Planning: Putting It All Together,Google,"[' Project Management', ' Strategy and Operations', ' Leadership and Management', ' Entrepreneurship', ' Finance', ' Planning', ' Supply Chain and Logistics', ' Budget Management', ' Communication', ' Risk Management', ' Procurement']",4.8,11000,Beginner ,· Course ,· 1 - 3 Months,"Project Planning: Putting It All Together  Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement Google"
Search Engine Optimization (SEO),"University of California, Davis","[' Marketing', ' Search Engine Optimization', ' Digital Marketing', ' Strategy', ' Social Media', ' User Experience', ' Customer Analysis', ' Media Strategy & Planning', ' User Research', ' Web Development', ' Market Analysis', ' Data Analysis', ' Market Research', ' Marketing Management', ' Marketing Psychology', ' User Experience Design', ' Web Development Tools', ' Algorithms', ' Brand Management', ' Communication', ' Critical Thinking', ' Influencing', ' Audit', ' Customer Relationship Management']",4.6,12000,Beginner ,· Specialization ,· 3 - 6 Months,"Search Engine Optimization (SEO)  Marketing, Search Engine Optimization, Digital Marketing, Strategy, Social Media, User Experience, Customer Analysis, Media Strategy & Planning, User Research, Web Development, Market Analysis, Data Analysis, Market Research, Marketing Management, Marketing Psychology, User Experience Design, Web Development Tools, Algorithms, Brand Management, Communication, Critical Thinking, Influencing, Audit, Customer Relationship Management University of California, Davis"
Data Structures and Algorithms,University of California San Diego,"[' Algorithms', ' Theoretical Computer Science', ' Computer Programming', ' Data Structures', ' Problem Solving', ' Mathematics', ' Computational Thinking', ' Computer Programming Tools', ' Computational Logic', ' Critical Thinking', ' Graph Theory', ' Programming Principles', ' Mathematical Theory & Analysis', ' C++ Programming', ' Algebra', ' Software Testing']",4.6,16000,Intermediate ,· Specialization ,· 3 - 6 Months,"Data Structures and Algorithms  Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing University of California San Diego"
Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud Platforms', ' Cloud Engineering', ' Cloud Infrastructure', ' Computer Networking', ' Cloud Applications', ' Other Cloud Platforms and Tools', ' Cloud Management', ' Cloud Storage', ' Network Architecture', ' Network Model', ' Network Security', ' DevOps', ' Software-Defined Networking', ' Google App Engine', ' Kubernetes', ' Leadership and Management']",4.7,48000,Intermediate ,· Professional Certificate ,· 3 - 6 Months,"Preparing for Google Cloud Certification: Cloud Network Engineer  Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management Google Cloud"
Attract and Engage Customers with Digital Marketing,Google,"[' Digital Marketing', ' Marketing', ' Search Engine Optimization', ' Marketing Management', ' Advertising', ' Media Strategy & Planning', ' Persona Research', ' Web Design', ' Web Development', ' Web Development Tools']",4.8,4400,Beginner ,· Course ,· 1 - 4 Weeks,"Attract and Engage Customers with Digital Marketing  Digital Marketing, Marketing, Search Engine Optimization, Marketing Management, Advertising, Media Strategy & Planning, Persona Research, Web Design, Web Development, Web Development Tools Google"
Introduction to Psychology,Yale University,[' Critical Thinking'],4.9,27000,Beginner ,· Course ,· 1 - 3 Months,Introduction to Psychology  Critical Thinking Yale University
Networking in Google Cloud,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud Platforms', ' Cloud Engineering', ' Cloud Infrastructure', ' Computer Networking', ' Cloud Applications', ' Other Cloud Platforms and Tools', ' Cloud Management', ' Cloud Storage', ' Network Architecture', ' Network Model', ' Network Security', ' DevOps', ' Software-Defined Networking', ' Google App Engine', ' Kubernetes', ' Leadership and Management']",4.7,48000,Intermediate ,· Specialization ,· 3 - 6 Months,"Networking in Google Cloud  Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management Google Cloud"
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,"[' Algebra', ' Linear Algebra', ' Mathematics', ' Python Programming', ' Critical Thinking', ' Dimensionality Reduction', ' Machine Learning Algorithms', ' Mathematical Theory & Analysis', ' Machine Learning']",4.5,1000,Beginner ,· Course ,· 1 - 4 Weeks,"Linear Algebra for Machine Learning and Data Science  Algebra, Linear Algebra, Mathematics, Python Programming, Critical Thinking, Dimensionality Reduction, Machine Learning Algorithms, Mathematical Theory & Analysis, Machine Learning DeepLearning.AI"
Developing Applications with Google Cloud,Google Cloud,"[' Cloud Computing', ' Google Cloud Platform', ' Cloud Applications', ' Cloud Platforms', ' Cloud API', ' Cloud Infrastructure', ' Other Cloud Platforms and Tools', ' Cloud Engineering', ' Cloud Management', ' Cloud Storage', ' Application Development', ' DevOps', ' Google App Engine', ' Software Architecture', ' Computer Architecture', ' Machine Learning Software', ' Kubernetes']",4.7,48000,Intermediate ,· Specialization ,· 3 - 6 Months,"Developing Applications with Google Cloud  Cloud Computing, Google Cloud Platform, Cloud Applications, Cloud Platforms, Cloud API, Cloud Infrastructure, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Management, Cloud Storage, Application Development, DevOps, Google App Engine, Software Architecture, Computer Architecture, Machine Learning Software, Kubernetes Google Cloud"
Security in Google Cloud,Google Cloud,"[' Google Cloud Platform', ' Cloud Computing', ' Cloud Platforms', ' Cloud Infrastructure', ' Cloud Management', ' Security Engineering', ' System Security', ' Cloud Applications', ' Cloud Engineering', ' Computer Security Models', ' Other Cloud Platforms and Tools', ' Cloud Storage', ' Network Security', ' Security Software', ' Security Strategy', ' Software Security', ' DevOps', ' Google App Engine', ' Kubernetes']",4.7,48000,Intermediate ,· Specialization ,· 3 - 6 Months,"Security in Google Cloud  Google Cloud Platform, Cloud Computing, Cloud Platforms, Cloud Infrastructure, Cloud Management, Security Engineering, System Security, Cloud Applications, Cloud Engineering, Computer Security Models, Other Cloud Platforms and Tools, Cloud Storage, Network Security, Security Software, Security Strategy, Software Security, DevOps, Google App Engine, Kubernetes Google Cloud"
ChatGPT Advanced Data Analysis,Vanderbilt University,[' Data Analysis'],4.9,154,Beginner ,· Course ,· 1 - 3 Months,ChatGPT Advanced Data Analysis  Data Analysis Vanderbilt University
Digital Marketing,University of Illinois at Urbana-Champaign,"[' Digital Marketing', ' Marketing', ' Market Analysis', ' Media Strategy & Planning', ' Social Media', ' Data Analysis', ' Market Research', ' Advertising', ' Communication', ' Strategy', ' Business Analysis', ' Data Visualization', ' Exploratory Data Analysis', ' Data Management', ' Brand Management', ' Marketing Management', ' Data Analysis Software', ' Decision Making', ' Marketing Design', ' Critical Thinking', ' Process Analysis', ' Business Communication', ' Business Intelligence', ' Business Transformation', ' Interactive Data Visualization', ' Collaboration', ' Innovation', ' Planning']",4.7,22000,Beginner ,· Specialization ,· 3 - 6 Months,"Digital Marketing  Digital Marketing, Marketing, Market Analysis, Media Strategy & Planning, Social Media, Data Analysis, Market Research, Advertising, Communication, Strategy, Business Analysis, Data Visualization, Exploratory Data Analysis, Data Management, Brand Management, Marketing Management, Data Analysis Software, Decision Making, Marketing Design, Critical Thinking, Process Analysis, Business Communication, Business Intelligence, Business Transformation, Interactive Data Visualization, Collaboration, Innovation, Planning University of Illinois at Urbana-Champaign"
What is Data Science?,IBM,"[' Data Science', ' Data Mining', ' Big Data', ' Data Analysis', ' Deep Learning', ' Machine Learning', ' Regression', ' Writing']",4.7,67000,Beginner ,· Course ,· 1 - 4 Weeks,"What is Data Science?  Data Science, Data Mining, Big Data, Data Analysis, Deep Learning, Machine Learning, Regression, Writing IBM"
GestiÃ³n de Proyectos de Google,Google,"[' Leadership and Management', ' Project Management', ' Strategy and Operations', ' Organizational Development', ' Planning', ' Strategy', ' Collaboration', ' Communication', ' Adaptability', ' Change Management', ' Decision Making', ' Media Strategy & Planning', ' Process Analysis', ' Probability & Statistics', ' Risk Management', ' Scrum (Software Development)', ' Agile Software Development', ' Budget Management', ' Natural Language Processing', ' Product Management', ' Prospecting and Qualification', ' Search Engine Optimization', ' Product Development', ' Estimation', ' Software Engineering', ' Supply Chain and Logistics']",4.9,6400,Beginner ,· Professional Certificate ,· 3 - 6 Months,"GestiÃ³n de Proyectos de Google  Leadership and Management, Project Management, Strategy and Operations, Organizational Development, Planning, Strategy, Collaboration, Communication, Adaptability, Change Management, Decision Making, Media Strategy & Planning, Process Analysis, Probability & Statistics, Risk Management, Scrum (Software Development), Agile Software Development, Budget Management, Natural Language Processing, Product Management, Prospecting and Qualification, Search Engine Optimization, Product Development, Estimation, Software Engineering, Supply Chain and Logistics Google"
Business Strategy,University of Virginia,"[' Strategy', ' Strategy and Operations', ' Leadership and Management', ' Entrepreneurship', ' Marketing', ' Sales', ' Market Analysis', ' Business Development', ' Business Analysis', ' Business Transformation', ' Finance', ' Investment Management', ' Planning', ' Product Strategy', ' Business Design', ' Research and Design', ' Risk Management']",4.8,4000,Beginner ,· Specialization ,· 3 - 6 Months,"Business Strategy  Strategy, Strategy and Operations, Leadership and Management, Entrepreneurship, Marketing, Sales, Market Analysis, Business Development, Business Analysis, Business Transformation, Finance, Investment Management, Planning, Product Strategy, Business Design, Research and Design, Risk Management University of Virginia"
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"[' Front-End Web Development', ' HTML and CSS', ' Javascript', ' Web Development']",4.7,16000,Mixed ,· Course ,· 1 - 3 Months,"HTML, CSS, and Javascript for Web Developers  Front-End Web Development, HTML and CSS, Javascript, Web Development Johns Hopkins University"
Applied Data Science with Python,University of Michigan,"[' Python Programming', ' Data Analysis', ' Computer Programming', ' Machine Learning', ' Algorithms', ' Applied Machine Learning', ' Data Mining', ' Machine Learning Algorithms', ' Exploratory Data Analysis', ' Statistical Programming', ' Data Management', ' Extract', ' Transform', ' Load', ' Natural Language Processing', ' Critical Thinking', ' Statistical Machine Learning', ' Graph Theory', ' Network Analysis', ' Computer Programming Tools', ' Human Learning', ' Data Visualization', ' Network Model', ' Data Analysis Software', ' Regression', ' Computer Networking', ' General Statistics', ' Network Architecture', ' Plot (Graphics)', ' Visualization (Computer Graphics)', ' Computer Graphics']",4.5,34000,Intermediate ,· Specialization ,· 3 - 6 Months,"Applied Data Science with Python  Python Programming, Data Analysis, Computer Programming, Machine Learning, Algorithms, Applied Machine Learning, Data Mining, Machine Learning Algorithms, Exploratory Data Analysis, Statistical Programming, Data Management, Extract, Transform, Load, Natural Language Processing, Critical Thinking, Statistical Machine Learning, Graph Theory, Network Analysis, Computer Programming Tools, Human Learning, Data Visualization, Network Model, Data Analysis Software, Regression, Computer Networking, General Statistics, Network Architecture, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics University of Michigan"
Google ãã¼ã¿ã¢ããªãã£ã¯ã¹,Google,"[' Data Analysis', ' Databases', ' Data Analysis Software', ' Data Management', ' Data Visualization', ' SQL', ' Spreadsheet Software', ' Business Analysis', ' Process Analysis', ' Microsoft Excel', ' Data Structures', ' Business Research', ' Problem Solving', ' R Programming', ' Visualization (Computer Graphics)', ' Data Visualization Software', ' Decision Making', ' Exploratory Data Analysis', ' Big Data', ' Communication', ' Planning', ' Statistical Analysis', ' Tableau Software', ' Computer Programming', ' Plot (Graphics)', ' Leadership and Management']",4.7,327,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Google ãã¼ã¿ã¢ããªãã£ã¯ã¹  Data Analysis, Databases, Data Analysis Software, Data Management, Data Visualization, SQL, Spreadsheet Software, Business Analysis, Process Analysis, Microsoft Excel, Data Structures, Business Research, Problem Solving, R Programming, Visualization (Computer Graphics), Data Visualization Software, Decision Making, Exploratory Data Analysis, Big Data, Communication, Planning, Statistical Analysis, Tableau Software, Computer Programming, Plot (Graphics), Leadership and Management Google"
Foundations of Positive Psychology,University of Pennsylvania,[' Resilience'],4.8,7400,Beginner ,· Specialization ,· 3 - 6 Months,Foundations of Positive Psychology  Resilience University of Pennsylvania
Introduction to Data Analytics,IBM,"[' Data Analysis', ' Databases', ' Python Programming', ' SQL', ' Data Management', ' Data Mining', ' Data Science', ' Data Visualization', ' NoSQL', ' R Programming', ' Microsoft Excel']",4.8,14000,Beginner ,· Course ,· 1 - 3 Months,"Introduction to Data Analytics  Data Analysis, Databases, Python Programming, SQL, Data Management, Data Mining, Data Science, Data Visualization, NoSQL, R Programming, Microsoft Excel IBM"
DevOps on AWS,Amazon Web Services,"[' Amazon Web Services', ' Cloud Computing', ' Continuous Delivery', ' Continuous Integration', ' DevOps', ' Devops Tools', ' Cloud Applications', ' Cloud Infrastructure', ' Cloud Management', ' Cloud Platforms', ' Cloud Standards', ' Software Testing', ' Leadership and Management', ' Cloud Storage']",4.8,4700,Intermediate ,· Specialization ,· 1 - 3 Months,"DevOps on AWS  Amazon Web Services, Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Leadership and Management, Cloud Storage Amazon Web Services"
Mathematics for Machine Learning,Imperial College London,"[' Algebra', ' Linear Algebra', ' Mathematics', ' Machine Learning', ' Mathematical Theory & Analysis', ' Computer Programming', ' Python Programming', ' Machine Learning Algorithms', ' Calculus', ' Computational Logic', ' Algorithms', ' Applied Machine Learning', ' Differential Equations', ' Problem Solving', ' Statistical Analysis', ' Dimensionality Reduction', ' Statistical Programming', ' Regression']",4.6,14000,Beginner ,· Specialization ,· 3 - 6 Months,"Mathematics for Machine Learning  Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Applied Machine Learning, Differential Equations, Problem Solving, Statistical Analysis, Dimensionality Reduction, Statistical Programming, Regression Imperial College London"
Certified in Cybersecurity,ISC2,"[' Computer Security Incident Management', ' Risk Management', ' Leadership and Management', ' Network Security', ' Cryptography', ' Cyberattacks', ' Operations Management']",4.8,475,Beginner ,· Specialization ,· 3 - 6 Months,"Certified in Cybersecurity  Computer Security Incident Management, Risk Management, Leadership and Management, Network Security, Cryptography, Cyberattacks, Operations Management ISC2"
"Start the UX Design Process: Empathize, Define, and Ideate",Google,"[' Audit', ' Collaboration', ' Human Computer Interaction', ' User Experience', ' User Experience Design', ' User Research']",4.8,14000,Beginner ,· Course ,· 1 - 4 Weeks,"Start the UX Design Process: Empathize, Define, and Ideate  Audit, Collaboration, Human Computer Interaction, User Experience, User Experience Design, User Research Google"
Connected Leadership,Yale University,"[' Leadership and Management', ' Change Management', ' People Management', ' Process Analysis']",4.8,275,Beginner ,· Course ,· 1 - 3 Months,"Connected Leadership  Leadership and Management, Change Management, People Management, Process Analysis Yale University"
"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,"[' Algorithms', ' Machine Learning', ' Machine Learning Algorithms', ' Applied Machine Learning', ' Human Learning', ' Deep Learning', ' Machine Learning Software', ' Artificial Neural Networks', ' Reinforcement Learning', ' Tensorflow']",4.9,2100,Beginner ,· Course ,· 1 - 4 Weeks,"Unsupervised Learning, Recommenders, Reinforcement Learning  Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Reinforcement Learning, Tensorflow DeepLearning.AI"
Supply Chain Management,Rutgers the State University of New Jersey,"[' Supply Chain Systems', ' Supply Chain and Logistics', ' Planning', ' Strategy and Operations', ' Business Process Management', ' Inventory Management', ' Leadership and Management', ' Operations Management', ' Business Analysis', ' Continuous Delivery', ' Data Analysis', ' Estimation', ' Forecasting', ' Spreadsheet Software', ' Statistical Analysis', ' Strategy', ' Warehouse Management', ' Probability & Statistics', ' Transportation Operations Management', ' Material Handling', ' Shipping and Receiving', ' Store Management', ' Operations Research', ' Performance Management']",4.7,14000,Beginner ,· Specialization ,· 3 - 6 Months,"Supply Chain Management  Supply Chain Systems, Supply Chain and Logistics, Planning, Strategy and Operations, Business Process Management, Inventory Management, Leadership and Management, Operations Management, Business Analysis, Continuous Delivery, Data Analysis, Estimation, Forecasting, Spreadsheet Software, Statistical Analysis, Strategy, Warehouse Management, Probability & Statistics, Transportation Operations Management, Material Handling, Shipping and Receiving, Store Management, Operations Research, Performance Management Rutgers the State University of New Jersey"
"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,"[' Human Learning', ' Planning', ' Strategy', ' Mergers & Acquisitions']",4.9,17000,Beginner ,· Specialization ,· 3 - 6 Months,"TESOL Certificate, Part 1: Teach English Now!  Human Learning, Planning, Strategy, Mergers & Acquisitions Arizona State University"
Reinforcement Learning,University of Alberta,"[' Machine Learning', ' Reinforcement Learning', ' Algorithms', ' Human Learning', ' Machine Learning Algorithms', ' Applied Machine Learning', ' Computer Programming', ' Python Programming', ' Statistical Machine Learning', ' Statistical Programming', ' Artificial Neural Networks', ' Planning', ' Decision Making']",4.7,3300,Intermediate ,· Specialization ,· 3 - 6 Months,"Reinforcement Learning  Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Planning, Decision Making University of Alberta"
Tableau Business Intelligence Analyst,Tableau Learning Partner,"[' Business Analysis', ' Data Analysis', ' Data Architecture', ' Data Management', ' Data Visualization', ' Interactive Data Visualization', ' Project Management', ' Tableau Software']",4.7,161,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Tableau Business Intelligence Analyst  Business Analysis, Data Analysis, Data Architecture, Data Management, Data Visualization, Interactive Data Visualization, Project Management, Tableau Software Tableau Learning Partner"
Process Data from Dirty to Clean,Google,"[' Data Analysis', ' SQL', ' Spreadsheet Software', ' General Statistics', ' Databases', ' Extract', ' Transform', ' Load', ' Microsoft Excel']",4.8,14000,Beginner ,· Course ,· 1 - 3 Months,"Process Data from Dirty to Clean  Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel Google"
Generative Adversarial Networks (GANs),DeepLearning.AI,"[' Machine Learning', ' Artificial Neural Networks', ' Machine Learning Algorithms', ' Python Programming', ' Deep Learning', ' Machine Learning Software', ' Statistical Programming', ' Computer Vision', ' Computer Programming', ' Human Learning', ' Problem Solving']",4.7,2200,Intermediate ,· Specialization ,· 1 - 3 Months,"Generative Adversarial Networks (GANs)  Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, Problem Solving DeepLearning.AI"
Improve Your English Communication Skills,Georgia Institute of Technology,"[' Communication', ' Writing', ' Business Communication', ' Professional Development']",4.7,26000,Beginner ,· Specialization ,· 3 - 6 Months,"Improve Your English Communication Skills  Communication, Writing, Business Communication, Professional Development Georgia Institute of Technology"
